Name,Brand,Category,Stability,Speed,Glide,Turn,Fade,URL,ThumbnailURL
Draco,Millennium,Control Drivers,Very Overstable,9,3,0,4,https://infinitediscs.com/Millennium-Draco,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_569301-2aa7.JPG

EXP-X,Millennium,Control Drivers,Very Overstable,7,3,0.8,3.9,https://infinitediscs.com/Millennium-EXP-X,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_DSC05289.jpg

EXP1,Millennium,Control Drivers,Very Overstable,7,3,0,4,https://infinitediscs.com/Millennium-EXP1,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_c1d335-5a5e.JPG

JLS,Millennium,Control Drivers,Neutral,7.8,5,-1.9,1.8,https://infinitediscs.com/Millennium-JLS,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_2ae696bd-9065-4341-a9e4-99377c762fcbMillennium JLS Standard.jpg

Orion LF,Millennium,Control Drivers,Overstable,9,5,-1,2.9,https://infinitediscs.com/Millennium-Orion-LF,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_c58c69ad-8df4-4690-931f-641e2dd0337eMillennium Orion LF Standard.jpg

Orion LS,Millennium,Control Drivers,Neutral,9.1,4.9,-1.9,1.9,https://infinitediscs.com/Millennium-Orion-LS,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_03ceb42a-1a2c-4cc8-abb2-29dbd7c904d9Millennium Orion LS Standard.jpg

Polaris LS,Millennium,Control Drivers,Understable,7.8,5,-2,1.1,https://infinitediscs.com/Millennium-Polaris-LS,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_6efe3dad-05fc-4e9c-8808-fe01a7b77569Millennium Polaris LS Standard.jpg

Aurora MS,Millennium,Mid Range,Neutral,4.1,5,-1,1,https://infinitediscs.com/Millennium-Aurora-MS,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_672e6ee6-1c03-42b6-a615-55d94d9835273.jpg

Sentinel MF,Millennium,Mid Range,Very Overstable,5,4.1,0,4,https://infinitediscs.com/Millennium-Sentinel-MF,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_68b0a9f7-f6bf-4d22-ada0-81832dd1bffdMillennium Sentinel Sirius.jpg

Taurus,Millennium,Mid Range,Very Overstable,4,4,-0.1,3.8,https://infinitediscs.com/Millennium-Taurus,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_DSC05276.jpg

Omega,Millennium,Putters,Neutral,2,3,-0.9,1,https://infinitediscs.com/Millennium-Omega,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_4d64702a-12f7-44fc-a038-2357fc3bbc9817.jpg

Omega AP,Millennium,Putters,Neutral,2,3,0,0,https://infinitediscs.com/Millennium-Omega-AP,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_7385f007-53cd-46af-a0e7-91ea30ceafd8Millennium Omega AP.jpg

Omega AP Big Bead,Millennium,Putters,Neutral,2,3,0,0,https://infinitediscs.com/Millennium-Omega-AP-Big-Bead,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_17879c-f0d8.JPG

Omega Big Bead,Millennium,Putters,Neutral,2,3,-1,1,https://infinitediscs.com/Millennium-Omega-Big-Bead,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_35e97b58-121f-4e58-929c-736dbed47647Millennium Omega Big Bead SuperSoft.jpg

Omega Driver,Millennium,Putters,Overstable,3,2,0,1.9,https://infinitediscs.com/Millennium-Omega-Driver,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_omega-driver-dt-bottom.jpg

Omega SuperSoft,Millennium,Putters,Neutral,2,3,-0.9,1,https://infinitediscs.com/Millennium-Omega-SuperSoft,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_c33b620c-8a8c-41f6-bf8e-79c4a23d48aeMillennium Profile - Omega Supersoft.jpg

Freetail,Mint Discs,Distance Drivers,Understable,10,6,-3.1,1.9,https://infinitediscs.com/Mint-Discs-Freetail,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_4c8e18-8f41.JPG

Alpha,Mint Discs,Control Drivers,Overstable,8.1,4.2,0,1.9,https://infinitediscs.com/Mint-Discs-Alpha,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_Mintproton.JPG

Bobcat,Mint Discs,Mid Range,Overstable,5,4.8,0,2.3,https://infinitediscs.com/Mint-Discs-Bobcat,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_BOCATAPEX.JPG

Mustang,Mint Discs,Mid Range,Overstable,5,4.9,-0.1,1.8,https://infinitediscs.com/Mint-Discs-Mustang,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_Mustang.JPG

Bullet,Mint Discs,Putters,Overstable,2,3,0,1,https://infinitediscs.com/Mint-Discs-Bullet,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_RoyalSoftBullet.JPG

Profit,Mint Discs,Putters,Overstable,3,3,0,1.3,https://infinitediscs.com/Mint-Discs-Profit,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_Royalprofit.JPG

LED Driver,Nite Ize,Distance Drivers,Very Understable,12,5,-3.9,1,https://infinitediscs.com/Nite-Ize-LED-Driver,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_f99e68a0-7115-4697-b954-0dd2210efcbcDSC05766.JPG

LED Midrange,Nite Ize,Mid Range,Overstable,4.8,4,-1.1,1.9,https://infinitediscs.com/Nite-Ize-LED-Midrange,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_a9147ccd-987b-4e20-8b7b-2773b160e881DSC05761.JPG

LED Putter,Nite Ize,Putters,Neutral,2.1,3,-1,1,https://infinitediscs.com/Nite-Ize-LED-Putter,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_4841db24-bb38-42e8-938c-b073aeca9109DSC05757.JPG

Hyperion,Ozone Discs,Distance Drivers,Very Overstable,10.9,3.8,0,4,https://infinitediscs.com/Ozone-Discs-Hyperion,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_hyperion.JPG

Andro C,Ozone Discs,Mid Range,Overstable,5.9,3.9,-0.9,2.1,https://infinitediscs.com/Ozone-Discs-Andro-C,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_androc.jpg

Intervention,Plastic Addicts,Distance Drivers,Overstable,12.1,5,-1,4,https://infinitediscs.com/Plastic-Addicts-Intervention,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_10f9528e-50e8-425a-87fd-ef51e2f6260fDSC02861.jpg

Habit,Plastic Addicts,Putters,Understable,3,5.1,-1,0,https://infinitediscs.com/Plastic-Addicts-Habit,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_6ad44a90-d3e8-474f-9b4f-e6ffaa75914fDSC02855.jpg

Fasti,Prodiscus,Distance Drivers,Overstable,13,4.1,-2.2,2.6,https://infinitediscs.com/Prodiscus-Fasti,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_39461f-59f0.jpg

Legenda,Prodiscus,Distance Drivers,Overstable,13,5.1,-1,2,https://infinitediscs.com/Prodiscus-Legenda,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_538b8b61-f828-4f5b-96f5-5c947aa93355Prodiscus Legenda Premium.jpg

Razeri,Prodiscus,Distance Drivers,Overstable,12,5,0,2.9,https://infinitediscs.com/Prodiscus-Razeri,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_98f7004a-7e3d-4d12-901b-c5545ecc6b17DSC05780.JPG

Slaidi,Prodiscus,Distance Drivers,Overstable,11.9,5,0,3,https://infinitediscs.com/Prodiscus-Slaidi,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_179b3b55-7dcf-453d-a090-fe2ddce891afProdiscus Slaidi Premium.jpg

Titan,Prodiscus,Distance Drivers,Overstable,9.8,4.1,0,3,https://infinitediscs.com/Prodiscus-Titan,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_c7e8b622-3bb7-4522-b71b-8222dc8d4da1DSC05786.JPG

Flipperi,Prodiscus,Control Drivers,Very Understable,9,3,-3,0,https://infinitediscs.com/Prodiscus-Flipperi,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_002f10-4c13.JPG

Laseri,Prodiscus,Control Drivers,Neutral,9.5,5.8,-1.2,1.1,https://infinitediscs.com/Prodiscus-Laseri,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_d9fe9550-7613-4dfd-bb95-0c815905cbcbProdiscus Laseri Premium.jpg

Respecti,Prodiscus,Control Drivers,Overstable,8,4,0.1,2.2,https://infinitediscs.com/Prodiscus-Respecti,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_8abeb499-6fa2-4340-8626-8559089b5414Prodiscus Respecti Basic.jpg

Rocket,Prodiscus,Control Drivers,Overstable,9,4,0,3,https://infinitediscs.com/Prodiscus-Rocket,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_ba4a6e3f-e06f-4326-af1f-992f3d09dce1DSC08860.jpg

Midari,Prodiscus,Mid Range,Overstable,5,4.1,-0.8,1.9,https://infinitediscs.com/Prodiscus-Midari,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_d0881bc4-085a-4c17-9ac3-6602167dfe35Prodiscus Midari Basic.jpg

STARi,Prodiscus,Mid Range,Understable,5,4,-2,1,https://infinitediscs.com/Prodiscus-STARi,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_ultstar.JPG

Jokeri,Prodiscus,Putters,Overstable,4,3.1,0,2.1,https://infinitediscs.com/Prodiscus-Jokeri,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_33bf3e61-ed42-4b9e-9457-e4334ebaa790Jokeri-Basic.jpg

Sparta,Prodiscus,Putters,Neutral,3,3.1,0,0.5,https://infinitediscs.com/Prodiscus-Sparta,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_ba0ffaf0-45b2-4010-91cd-7691d863b38a3.jpg

Ptero,Reptilian Disc Golf,Control Drivers,Neutral,7,5,-1,1,https://infinitediscs.com/Reptilian-Disc-Golf-Ptero,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_higherrez.JPG

Tyrant,Reptilian Disc Golf,Control Drivers,Overstable,7.1,3.2,0,2.7,https://infinitediscs.com/Reptilian-Disc-Golf-Tyrant,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_DSC00027_1.JPG

Velociraptor,Reptilian Disc Golf,Control Drivers,Overstable,9,4,0,2.5,https://infinitediscs.com/Reptilian-Disc-Golf-Velociraptor,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_highrez.JPG

Gila,Reptilian Disc Golf,Mid Range,Overstable,5,4,-0.1,3,https://infinitediscs.com/Reptilian-Disc-Golf-Gila,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_fossillgila.jpg

Stego,Reptilian Disc Golf,Mid Range,Very Overstable,2.9,1,1.1,4.3,https://infinitediscs.com/Reptilian-Disc-Golf-Stego,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_stego.JPG

Scale,Reptilian Disc Golf,Putters,Overstable,2,1.2,0,2.9,https://infinitediscs.com/Reptilian-Disc-Golf-Scale,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_smallfossil.JPG

Serpent,Reptilian Disc Golf,Putters,Neutral,2,2,0,0.1,https://infinitediscs.com/Reptilian-Disc-Golf-Serpent,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_smallserp.JPG

Kahu,RPM Discs,Distance Drivers,Overstable,13,5,-1.6,2.9,https://infinitediscs.com/RPM-Discs-Kahu,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_baedeadc-5738-4951-9ade-4bc37a27c52bDSC09217.jpg

Kahu OS,RPM Discs,Distance Drivers,Overstable,13,4.9,0,3,https://infinitediscs.com/RPM-Discs-Kahu-OS,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_999f10-f6fb.JPG

Kahu XG,RPM Discs,Distance Drivers,Overstable,13,5.2,-1.5,2.8,https://infinitediscs.com/RPM-Discs-Kahu-XG,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_c17f48-c9bd.JPG

Kiwi,RPM Discs,Distance Drivers,Overstable,9.8,4.4,-0.7,2.6,https://infinitediscs.com/RPM-Discs-Kiwi,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_2bd206-dd46.JPG

Kotare,RPM Discs,Distance Drivers,Overstable,12,5,0,3,https://infinitediscs.com/RPM-Discs-Kotare,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_12fcb2-f634.JPG

Huia,RPM Discs,Control Drivers,Overstable,7,5,-0.1,1.9,https://infinitediscs.com/RPM-Discs-Huia,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_ffbfbf-e42c.JPG

Taniwha,RPM Discs,Control Drivers,Neutral,10,5,-2.1,1.8,https://infinitediscs.com/RPM-Discs-Taniwha,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_71b1c113-fd07-4df8-b376-88f067b31fb8DSC09294.jpg

Kea,RPM Discs,Mid Range,Overstable,4.8,4.7,0,3,https://infinitediscs.com/RPM-Discs-Kea,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_badf18-8bbd.JPG

Piwakawaka,RPM Discs,Mid Range,Neutral,4.3,5.3,-0.5,0.4,https://infinitediscs.com/RPM-Discs-Piwakawaka,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_dca2908e-e7cb-45ac-bd7f-a8915a5ad188DSC09296.jpg

TeMoko,RPM Discs,Mid Range,Neutral,3,4,0,0,https://infinitediscs.com/RPM-Discs-TeMoko,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_a671057f-f8bc-403c-96cc-e3a9de5baa5dDSC09352.jpg

Ruru,RPM Discs,Putters,Overstable,3,3,-0.1,1,https://infinitediscs.com/RPM-Discs-Ruru,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_small_17.JPG

Tui,RPM Discs,Putters,Understable,3,4.1,-1.1,0,https://infinitediscs.com/RPM-Discs-Tui,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_5ab365d7-45c6-46e6-a715-e92a448a811aDSC09293.jpg

Backdraft,Salient,Distance Drivers,Overstable,12,5,-1,2.1,https://infinitediscs.com/Salient-Backdraft,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_d67ee8b9-0896-438a-b7c5-7b4108042bf02.jpg

Napalm,Salient,Distance Drivers,Neutral,11,5,-2,2,https://infinitediscs.com/Salient-Napalm,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_dc5f0ac8-751e-4ed9-a952-30e7c2129a57DSC03245.JPG

Prometheus,Salient,Distance Drivers,Neutral,14,4,-1,1.1,https://infinitediscs.com/Salient-Prometheus,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_407d747b-85a0-44a3-9a3e-f430172c6b29Salient Prometheus Liquid.jpg

Reign,Salient,Distance Drivers,Overstable,13,5,0,2,https://infinitediscs.com/Salient-Reign,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_d7198224-605e-4687-95cb-8c21b8b2c3eaDSC03239.JPG

Flatline,Salient,Control Drivers,Overstable,6,5,-0.5,1,https://infinitediscs.com/Salient-Flatline,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_ec40bd43-9085-4084-9439-8c921f1173b3DSC03242.JPG

Suture,Salient,Control Drivers,Understable,9,5,-2,1,https://infinitediscs.com/Salient-Suture,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_5baa74c5-561f-40d0-9236-5df1f86f2672DSC03238.JPG

Vein,Salient,Control Drivers,Overstable,8,4,0,2,https://infinitediscs.com/Salient-Vein,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_814d2081-cf71-4b13-a25f-01d921bff6501.jpg

Antidote,Salient,Mid Range,Overstable,5,5,0.1,1,https://infinitediscs.com/Salient-Antidote,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_db502261-4348-4664-a0a4-e261079af2f4IMG_2511.JPG

Vaccine,Salient,Mid Range,Overstable,3,3,0,2,https://infinitediscs.com/Salient-Vaccine,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_02b83b3f-c9bf-4f93-b8d9-f0202cd3329dDSC03240.JPG

Touch,Salient,Putters,Overstable,2,3,0,1,https://infinitediscs.com/Salient-Touch,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_f34bc87b-2a02-4815-a96e-31fc38f6f1afDSC01716.JPG

Lucky 13,Skyquest,Distance Drivers,Understable,10,5,-3,2,https://infinitediscs.com/Skyquest-Lucky-13,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_asdsadasd.JPG

Medusa,Skyquest,Distance Drivers,Neutral,10.9,5,-2.2,1.9,https://infinitediscs.com/Skyquest-Medusa,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_sdfgsdfg.JPG

Chainzilla,Skyquest,Putters,Neutral,2,3,-1,1,https://infinitediscs.com/Skyquest-Chainzilla,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_sfhhjes.JPG

Jet Stream,Storm Disc Golf,Distance Drivers,Overstable,12,5,-0.9,3,https://infinitediscs.com/Storm-Disc-Golf-Jet-Stream,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_5b735e-484a.JPG

Maelstrom,Storm Disc Golf,Distance Drivers,Overstable,11,5,-1,2.9,https://infinitediscs.com/Storm-Disc-Golf-Maelstrom,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_92daca-4ef9.jpg

Abyss,Storm Disc Golf,Control Drivers,Overstable,8,4,0,2.9,https://infinitediscs.com/Storm-Disc-Golf-Abyss,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_e99d1a-b5a8.JPG

Eye,Storm Disc Golf,Mid Range,Neutral,5,5,-1.1,1,https://infinitediscs.com/Storm-Disc-Golf-Eye,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_15661f-8988.JPG

Wall Cloud,Storm Disc Golf,Mid Range,Overstable,5,5,0,3,https://infinitediscs.com/Storm-Disc-Golf-Wall-Cloud,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_hihrescat1.JPG

Crater,Storm Disc Golf,Putters,Overstable,3,2,0,2.9,https://infinitediscs.com/Storm-Disc-Golf-Crater,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_3d647b-135e.JPG

Radar,Storm Disc Golf,Putters,Neutral,2,5,0,0.5,https://infinitediscs.com/Storm-Disc-Golf-Radar,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_3c074c-aaf9.JPG

Flare,Streamline,Distance Drivers,Very Overstable,9,3.8,0.1,3.7,https://infinitediscs.com/Streamline-Flare,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_6e0a3c-be20.JPG

Lift,Streamline,Distance Drivers,Neutral,9,5,-1.7,1.6,https://infinitediscs.com/Streamline-Lift,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_c26da8-8c62.JPG

Trace,Streamline,Distance Drivers,Overstable,11,5,-1,2,https://infinitediscs.com/Streamline-Trace,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_StreamlineTrace-Neutron-orange.jpeg

Drift,Streamline,Control Drivers,Understable,7,5.1,-1.8,1.1,https://infinitediscs.com/Streamline-Drift,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_Drift-Stock-Purple-Squared.jpg

Runway,Streamline,Mid Range,Overstable,5,4,0,3.4,https://infinitediscs.com/Streamline-Runway,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_RunwayHQ.JPG

Pilot,Streamline,Putters,Neutral,2.1,5,-0.9,1,https://infinitediscs.com/Streamline-Pilot,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_Pilot-ElectronS-gray.jpeg

Stabilizer,Streamline,Putters,Overstable,3,3.9,0,2.9,https://infinitediscs.com/Streamline-Stabilizer,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_COSMICNEUTRAONSTABILIZER.JPG

Berserker,Viking Discs,Distance Drivers,Understable,9.9,5.1,-3.3,1.7,https://infinitediscs.com/Viking-Discs-Berserker,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_DSC04578.jpg

Ragnarok,Viking Discs,Distance Drivers,Overstable,11.2,5.1,-1.2,1.8,https://infinitediscs.com/Viking-Discs-Ragnarok,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_DSC04583.jpg

Thunder God Thor,Viking Discs,Distance Drivers,Overstable,14,5,0,2.3,https://infinitediscs.com/Viking-Discs-Thunder-God-Thor,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_DSC04958.jpg

Valhalla,Viking Discs,Distance Drivers,Overstable,11.9,4.9,0,2,https://infinitediscs.com/Viking-Discs-Valhalla,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_asedfdf.JPG

Barbarian,Viking Discs,Control Drivers,Overstable,7.1,5,-0.1,1.9,https://infinitediscs.com/Viking-Discs-Barbarian,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_asdfasdfasdf_1.JPG

Cosmos,Viking Discs,Control Drivers,Overstable,7,5,-0.4,1,https://infinitediscs.com/Viking-Discs-Cosmos,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_DSC04584.jpg

Axe,Viking Discs,Mid Range,Overstable,4,3,-0.1,1,https://infinitediscs.com/Viking-Discs-Axe,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_DSC04579.jpg

Loki,Viking Discs,Mid Range,Very Overstable,3.9,2.1,0,4,https://infinitediscs.com/Viking-Discs-Loki,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_aefefefef.JPG

Nordic Warrior,Viking Discs,Mid Range,Overstable,4,4,0,2,https://infinitediscs.com/Viking-Discs-Nordic-Warrior,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_DSC04585.jpg

Knife,Viking Discs,Putters,Overstable,2.9,3.1,0,1.8,https://infinitediscs.com/Viking-Discs-Knife,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_DSC04582.jpg

Rune,Viking Discs,Putters,Neutral,2,4,0,0,https://infinitediscs.com/Viking-Discs-Rune,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_DSC04963.jpg

Zion Driver,XCom,Distance Drivers,Overstable,10,4,-1,2,https://infinitediscs.com/XCom-Zion-Driver,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_da8480-4fca.JPG

Helios,XCom,Control Drivers,Understable,6,5,-3,1,https://infinitediscs.com/XCom-Helios,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_b4f3d5-c86c.JPG

Eden,XCom,Mid Range,Overstable,5,4,-0.1,2,https://infinitediscs.com/XCom-Eden,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_530253-51ef.JPG

Griffon,XCom,Mid Range,Understable,5,4.1,-2.4,0,https://infinitediscs.com/XCom-Griffon,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_HighRes_37.JPG

Bennu,XCom,Putters,Understable,3,5,-1,0,https://infinitediscs.com/XCom-Bennu,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_cbe89c-7fea.JPG

DA'E,Yikun,Distance Drivers,Overstable,12.9,5.1,-0.1,2.3,https://infinitediscs.com/Yikun-DAE,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_b060227f-738c-453a-8d2d-a533f88c53ef9.jpg

Jun,Yikun,Distance Drivers,Overstable,11,4.9,-1.2,2,https://infinitediscs.com/Yikun-Jun,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_00b267ff-e759-4036-a933-6f1992bae24eYikun Jun Dragon.jpg

Luan,Yikun,Distance Drivers,Overstable,13.9,4.9,-0.9,2.9,https://infinitediscs.com/Yikun-Lu,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_asvsdas.JPG

Twin Swords,Yikun,Distance Drivers,Overstable,11.9,5,-0.3,1.9,https://infinitediscs.com/Yikun-Twin-Swords,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_9600a3-f375.JPG

Wei,Yikun,Distance Drivers,Very Understable,10,5,-4.6,1.5,https://infinitediscs.com/Yikun-Wei,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_c35b9453-4198-4839-9560-ee8ed6fae266DSC09554.JPG

Gou,Yikun,Control Drivers,Very Understable,8.2,5.1,-3.8,1.1,https://infinitediscs.com/Yikun-Gou,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_2d1c68de-5816-4dde-8a98-65e6f01be22b2.jpg

Hu,Yikun,Control Drivers,Neutral,9,5,-2.5,1.8,https://infinitediscs.com/Yikun-Hu,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_cbce1e08-bf75-4c1c-bcb9-862a8fde43383.jpg

Jiao,Yikun,Control Drivers,Very Understable,6,5,-5,0.5,https://infinitediscs.com/Yikun-Jiao,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_b9f0a085-953e-49d5-992d-164b6b949f0fsmall.JPG

View,Yikun,Control Drivers,Overstable,6,4.1,-1,2,https://infinitediscs.com/Yikun-View,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_a1156373-24ae-4c8f-a0ed-d8d2bf4fb504Yikun View Tiger.jpg

Crossbow,Yikun,Mid Range,Very Overstable,4,2,0.5,4,https://infinitediscs.com/Yikun-Crossbow,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_4afa69-b225.JPG

Kui,Yikun,Mid Range,Overstable,5.1,5,0,2.3,https://infinitediscs.com/Yikun-Kui,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_dsagsdfadav.JPG

Tomahawk,Yikun,Mid Range,Very Understable,4.8,5.9,-3,0,https://infinitediscs.com/Yikun-Tomahawk,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_TOMAHAWK_2.JPG

Wings,Yikun,Mid Range,Overstable,3,3,0,1.9,https://infinitediscs.com/Yikun-Wings,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_b981b376-11d3-4f44-8dc1-4c8a887da690DSC09551.jpg

Yao,Yikun,Mid Range,Overstable,4.1,4,-0.1,2,https://infinitediscs.com/Yikun-Yao,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_cc46e091-2bc8-4065-8bfb-94ea8a5e36aeYikun Yao Phoenix.jpg

Claws,Yikun,Putters,Neutral,1,2,0,0,https://infinitediscs.com/Yikun-Talon-(Claws),https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_4a8d2652-2be5-47ff-9ce2-2f945af7777cTalon-Tiger.jpg

Gui,Yikun,Putters,Overstable,2.2,3,0,2,https://infinitediscs.com/Yikun-Gui,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_30b89331-525e-4727-b718-25011f80b7994.jpg

Hammer (Chui),Yikun,Putters,Overstable,2,2.9,0,2.9,https://infinitediscs.com/Yikun-Hammer-(Chui),https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_b9968a-188a.jpg

Meteor Hammer,Yikun,Putters,Neutral,2.1,3.1,-0.1,0,https://infinitediscs.com/Yikun-Meteor-Hammer,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_Meteor-Hammer.JPG

